attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,timestamps
0.789238,-1.347029,0.456776,0.15750999999999998,0.975068,-0.156305,-2.206384,1.6534220000000002,-0.427817,-0.103387,0.001219,-0.034643,500000000.0
0.95969,-1.382423,0.5922310000000001,0.153368,0.98231,-0.107444,-2.206353,1.865541,-0.460135,-0.03615,0.037862,-0.080346,520000000.0
1.168956,-1.410696,0.772647,0.146715,0.987211,-0.062349,-1.90287,1.419518,-0.538629,0.125898,0.071276,0.008714,540000000.0
1.377997,-1.434186,0.961539,0.13366,0.990683,-0.026094,-1.512889,0.8459450000000001,-0.7627010000000001,-0.14338,0.07045900000000001,-0.137252,560000000.0
1.586423,-1.451387,1.160474,0.119107,0.992879,0.001861,-1.297171,0.47849,-0.699835,-0.168271,0.035532999999999995,-0.104522,580000000.0
1.822504,-1.461118,1.3903450000000002,0.106005,0.993991,0.027260000000000003,-1.178699,0.320141,-0.630438,-0.17483800000000002,-0.026477,-0.08358099999999999,600000000.0
2.059072,-1.464043,1.624444,0.094097,0.994307,0.049982,-1.127425,0.157795,-0.568983,-0.075542,-0.07347000000000001,-0.08262,620000000.0
2.300662,-1.45792,1.859997,0.083942,0.993636,0.075101,-1.305536,0.567905,-0.409451,0.039379,-0.032668,-0.036206,640000000.0
2.514623,-1.440887,2.058642,0.076001,0.991574,0.104903,-1.4775,0.868483,-0.303147,0.057392,0.045444,0.009126,660000000.0
2.665659,-1.420984,2.201746,0.068381,0.988799,0.132662,-1.28825,0.204331,-0.34584000000000004,0.027795,0.105103,0.074338,680000000.0
2.763152,-1.401979,2.299817,0.062077,0.985784,0.156127,-1.124051,6.6e-05,-0.28888400000000003,-0.010792,0.227503,-0.024321,700000000.0
2.827736,-1.386079,2.363542,0.056703,0.982988,0.17469400000000002,-0.8140470000000001,0.174596,-0.247418,-0.053774,0.373228,-0.106076,720000000.0
2.877558,-1.376587,2.409554,0.050366,0.981201,0.186301,-0.447625,0.221497,-0.305807,-0.127896,0.416794,-0.28136300000000003,740000000.0
2.920119,-1.370873,2.448646,0.043624,0.980082,0.193741,-0.371954,0.214798,-0.294587,-0.23709,0.376486,-0.330201,760000000.0
2.961782,-1.363123,2.486654,0.036874,0.978513,0.202857,-0.516755,0.276042,-0.29995,-0.333337,0.322405,-0.17263,780000000.0
3.006957,-1.352902,2.52186,0.029017,0.976355,0.214215,-0.537299,0.713846,-0.276086,-0.300562,0.454187,0.047198,800000000.0
3.054067,-1.346839,2.548307,0.019414,0.975026,0.221237,-0.13766,1.3451540000000002,-0.255943,0.010646,0.28509,0.116074,820000000.0
3.114647,-1.352516,2.576366,0.005834000000000001,0.976271,0.216469,0.490429,1.649109,-0.355563,-0.049078,0.231752,-0.151848,840000000.0
-3.11363,-1.367235,2.610728,-0.005652,0.979353,0.202076,0.864922,0.703966,-0.352804,-0.166681,0.327791,-0.226002,860000000.0
-3.071198,-1.38864,2.64574,-0.012741,0.983455,0.180698,1.236946,0.286693,-0.221484,-0.115417,0.191502,-0.337452,880000000.0
-3.058107,-1.418641,2.657012,-0.012639,0.988447,0.151038,1.6519970000000002,0.00444,0.20586,0.08746799999999999,0.170916,-0.354621,900000000.0
-3.135651,-1.457207,2.578665,-0.0006730000000000001,0.993556,0.113339,2.051654,0.067611,0.8441629999999999,0.209459,0.203893,-0.17716600000000002,920000000.0
2.8509450000000003,-1.498748,2.272897,0.020627,0.997406,0.068959,2.321587,0.6554300000000001,1.1956719999999998,0.074802,0.12600699999999998,0.129482,940000000.0
2.015015,-1.524727,1.417768,0.041574,0.998939,0.019787,2.609524,0.879035,0.972002,-0.339456,0.130944,0.233677,960000000.0
0.99983,-1.502413,0.398546,0.057486,0.997663,-0.036925,2.959895,-0.468726,0.71553,-0.61756,0.135745,0.124389,980000000.0
0.610889,-1.452738,0.032248,0.06755900000000001,0.993039,-0.096479,2.809732,-1.523227,0.54919,-0.734322,0.093005,0.471616,1000000000.0
0.485257,-1.407249,-0.06159600000000001,0.075943,0.986656,-0.144019,1.881655,-1.554804,0.725414,-0.671402,0.010124,0.751319,1020000000.0
0.473911,-1.372178,-0.049441000000000006,0.090047,0.98034,-0.175567,1.487455,-0.9451,0.975048,-0.34473200000000004,-0.06552999999999999,0.840362,1040000000.0
0.442249,-1.324552,-0.073119,0.104323,0.969835,-0.22031,2.799922,-0.044994,0.649777,-0.238219,0.004393,-0.15626199999999998,1060000000.0
0.400195,-1.268521,-0.124074,0.11598,0.954662,-0.27417,2.55141,0.296299,0.4980520000000001,-0.4005260000000001,-0.019466,-0.221558,1080000000.0
0.375248,-1.22909,-0.145813,0.122813,0.942184,-0.311778,1.7475310000000002,-0.396106,0.389707,-0.115245,-0.106018,0.389155,1100000000.0
0.356685,-1.194821,-0.161406,0.128208,0.93015,-0.344069,1.6792650000000002,-0.005619,0.301132,-0.109028,-0.205891,0.493178,1120000000.0
0.344864,-1.164173,-0.179619,0.133709,0.918462,-0.372223,1.482592,0.24704,0.158429,-0.195233,-0.16924,0.43898,1140000000.0
0.327517,-1.135578,-0.19781,0.135628,0.906778,-0.399197,1.476518,-0.206539,0.106625,-0.26715900000000004,-0.145532,0.352902,1160000000.0
0.305802,-1.108083,-0.215333,0.13438599999999998,0.8948450000000001,-0.4256680000000001,1.363306,-0.303867,0.035457,-0.267137,-0.324303,0.340952,1180000000.0
0.286972,-1.086265,-0.231285,0.13184300000000002,0.884893,-0.446745,0.997369,-0.180684,-0.082625,-0.276114,-0.370642,0.33665300000000004,1200000000.0
0.26933,-1.072907,-0.248439,0.127075,0.8785930000000001,-0.460355,0.627324,-0.099786,-0.278662,-0.280731,-0.414695,0.379759,1220000000.0
0.251913,-1.065765,-0.268196,0.120599,0.87516,-0.468564,0.380087,0.064609,-0.416264,-0.28454,-0.379905,0.475384,1240000000.0
0.236524,-1.063217,-0.290708,0.113897,0.873923,-0.472531,0.173698,0.30765,-0.542999,-0.306814,-0.350593,0.493634,1260000000.0
0.22355100000000006,-1.06553,-0.314573,0.107309,0.8750459999999999,-0.471996,-0.062407,0.406746,-0.611005,-0.310296,-0.303695,0.514522,1280000000.0
0.212155,-1.071897,-0.336022,0.100748,0.8781100000000001,-0.467732,-0.303103,0.357139,-0.517551,-0.213205,-0.300702,0.37914,1300000000.0
0.210412,-1.08418,-0.346344,0.097672,0.88392,-0.457324,-0.710508,0.377891,-0.292892,-0.14898699999999998,-0.296793,0.295764,1320000000.0
0.218931,-1.103539,-0.346599,0.097829,0.892807,-0.439688,-1.061808,0.46373,-0.1427,0.035853,-0.252579,-0.06901,1340000000.0
0.24086,-1.127292,-0.333916,0.102358,0.903254,-0.41672,-1.295714,0.6255850000000001,0.076581,0.093656,-0.107554,-0.402844,1360000000.0
0.289109,-1.150474,-0.30685,0.116336,0.912958,-0.391119,-1.206206,1.616886,0.382515,0.100934,0.038397,-0.550928,1380000000.0
0.362322,-1.170811,-0.264325,0.138023,0.921067,-0.364123,-1.3158459999999998,1.463753,0.410788,-0.12693,0.24800100000000005,-0.5596899999999999,1400000000.0
0.413824,-1.190889,-0.228984,0.149118,0.928699,-0.339533,-1.001289,0.725325,0.1864,-0.476587,0.326337,-0.438116,1420000000.0
0.4437180000000001,-1.202999,-0.211175,0.15436,0.933121,-0.32474200000000003,-0.535475,0.634102,-0.048443,-0.5427109999999999,0.366729,-0.398418,1440000000.0
0.453583,-1.208723,-0.208213,0.15521300000000002,0.935164,-0.318397,-0.10728,0.209826,-0.079091,-0.5063479999999999,0.08954,-0.056252,1460000000.0
0.448014,-1.207291,-0.218647,0.15401700000000002,0.934656,-0.320463,0.235893,0.247456,-0.196383,-0.463877,-0.068918,0.078688,1480000000.0
0.437697,-1.208981,-0.239451,0.150033,0.935256,-0.320604,-0.11752,0.6247699999999999,-0.473868,-0.55494,-0.13688499999999998,0.031404,1500000000.0
0.439713,-1.230822,-0.259415,0.141948,0.942763,-0.301742,-1.350958,1.11976,-0.911475,-0.5769310000000001,0.597642,0.220412,1520000000.0
0.451651,-1.268482,-0.260738,0.129945,0.95465,-0.267876,-1.547139,0.452557,-0.656686,-0.279695,0.911134,0.332512,1540000000.0
0.484184,-1.276723,-0.246563,0.13492300000000002,0.957071,-0.256536,0.034646,1.050518,0.28295,-0.037938,1.162268,0.422338,1560000000.0
0.5160399999999999,-1.273761,-0.228017,0.144423,0.956208,-0.254573,-0.232915,0.713408,0.369107,0.133226,-0.518617,0.762614,1580000000.0
0.607383,-1.2829959999999998,-0.159588,0.161995,0.958871,-0.23307600000000006,-1.297462,1.606193,0.73761,0.07872699999999999,-0.6268090000000001,0.790098,1600000000.0
0.753318,-1.298422,-0.039534,0.184026,0.963135,-0.196229,-1.742562,1.326497,0.739132,0.034541,-0.460693,0.59607,1620000000.0
0.869642,-1.315919,0.066265,0.19265,0.967694,-0.162647,-1.519944,0.346204,0.074304,-0.063575,0.309085,0.379947,1640000000.0
0.977409,-1.331135,0.16001600000000002,0.196795,0.971418,-0.132733,-1.273145,1.4316879999999998,0.134458,-0.158068,0.360155,0.46217,1660000000.0
1.11042,-1.33827,0.252229,0.206445,0.973087,-0.10238,-1.023937,2.444311,0.298339,-0.292474,0.301418,0.336907,1680000000.0
1.24548,-1.337311,0.337855,0.219234,0.972866,-0.073948,-0.84603,2.591998,0.506627,-0.56071,-0.019466,0.100879,1700000000.0
1.38837,-1.332649,0.432007,0.231988,0.971777,-0.042797,-1.141507,2.577154,0.478945,-0.643792,-0.07019600000000001,0.025966000000000003,1720000000.0
1.554273,-1.326276,0.5483600000000001,0.242058,0.970254,-0.004,-1.451116,2.748754,0.458403,-0.5150520000000001,-0.022118,0.18912,1740000000.0
1.726036,-1.315494,0.664159,0.2495,0.967587,0.039047000000000005,-1.440071,3.044962,0.4335310000000001,-0.293858,0.021549,0.372773,1760000000.0
1.866413,-1.300775,0.752587,0.255181,0.963765,0.077713,-1.139767,2.487673,0.4769350000000001,-0.033287,-0.004567,0.459992,1780000000.0
1.948431,-1.286658,0.795917,0.26057800000000003,0.959904,0.103364,-0.574336,1.75817,0.466865,0.216122,-0.018101,0.341765,1800000000.0
1.987712,-1.2766030000000002,0.8023399999999999,0.26513000000000003,0.957036,0.11742,-0.168981,1.696229,0.420637,0.309211,0.006984000000000001,0.096126,1820000000.0
2.029673,-1.265626,0.80215,0.26937300000000003,0.953796,0.13308399999999998,-0.30508,2.413074,0.559773,-0.003046,0.014573,-0.00639,1840000000.0
2.091924,-1.248681,0.806856,0.27455,0.948568,0.157608,-0.579993,2.973376,0.806031,-0.281569,0.05855800000000001,0.014328,1860000000.0
2.152012,-1.2294459999999998,0.815286,0.279791,0.942303,0.183797,-0.5680069999999999,2.405077,0.656223,-0.353949,0.007999,0.09994,1880000000.0
2.2081150000000003,-1.2158790000000002,0.825254,0.279294,0.937675,0.206785,-0.5359659999999999,2.326374,0.33074000000000003,-0.385526,-0.039207,-0.036604000000000005,1900000000.0
2.272822,-1.206548,0.844295,0.272007,0.934392,0.230052,-0.569936,2.346695,0.074104,-0.300266,0.015941,-0.109385,1920000000.0
2.343552,-1.198685,0.8700379999999999,0.260321,0.931562,0.253821,-0.622862,2.305873,-0.06081,-0.102499,0.076113,-0.133871,1940000000.0
2.414652,-1.190583,0.89764,0.24664,0.928585,0.277303,-0.6601199999999999,2.313503,-0.071762,0.030368,0.046512,-0.150411,1960000000.0
2.482661,-1.181103,0.923034,0.232605,0.925025,0.30037,-0.650353,2.120623,-0.06396900000000001,0.068436,0.067544,-0.21959,1980000000.0
2.541676,-1.172059,0.944917,0.219199,0.921552,0.320459,-0.6056279999999999,1.858433,-0.06973,0.010492,0.070117,-0.260232,2000000000.0
2.595861,-1.162651,0.963644,0.206012,0.917859,0.33925500000000003,-0.5833149999999999,1.867823,-0.039676,-0.08430800000000001,0.109531,-0.275794,2020000000.0
2.649011,-1.153885,0.978006,0.191496,0.914344,0.356797,-0.473637,2.075101,-0.022084,-0.06979199999999999,0.113046,-0.293335,2040000000.0
2.698971,-1.146953,0.986498,0.17615,0.911515,0.371633,-0.34031300000000003,2.1053740000000003,0.017265,-0.28344899999999995,0.119674,-0.353689,2060000000.0
2.74495,-1.141646,0.991071,0.160749,0.909319,0.383794,-0.257366,2.04755,0.020055,-0.205137,0.116132,-0.35935,2080000000.0
2.7863740000000004,-1.13758,0.99458,0.146002,0.90762,0.393585,-0.17487,1.873677,0.006967,-0.095587,0.168521,-0.34539699999999995,2100000000.0
2.825073,-1.136389,0.993654,0.131001,0.90712,0.399966,0.030639,2.076209,0.062622,0.044292000000000005,0.181839,-0.411608,2120000000.0
2.863399,-1.138901,0.987299,0.114954,0.908174,0.402499,0.236108,2.250065,0.098014,-0.022363,0.10758800000000003,-0.584719,2140000000.0
2.897179,-1.145692,0.978057,0.099799,0.910996,0.400158,0.490832,1.954096,0.099105,-0.043082,0.13606300000000002,-0.620708,2160000000.0
2.920022,-1.159618,0.966751,0.087837,0.91665,0.389918,0.885099,1.544981,0.036153,-0.10247,0.20625900000000005,-0.598902,2180000000.0
2.93877,-1.184135,0.954208,0.075961,0.926173,0.369367,1.4422700000000002,1.516748,-0.046445,-0.212359,0.25156100000000003,-0.473203,2200000000.0
2.95253,-1.218149,0.936722,0.06491,0.938462,0.339227,1.936891,1.465854,-0.002332,-0.189651,0.262954,-0.334192,2220000000.0
2.951325,-1.263806,0.909033,0.057151,0.953247,0.296735,2.563356,1.064077,0.029264,-0.177939,0.230743,-0.138029,2240000000.0
2.909348,-1.319698,0.857124,0.057188,0.96864,0.241795,2.998977,-0.125871,0.192997,-0.268629,0.623996,0.009425,2260000000.0
2.813422,-1.374156,0.76868,0.062971,0.980728,0.184947,2.718012,-0.455092,0.18291,-0.336134,0.758957,0.101125,2280000000.0
2.680527,-1.416676,0.635529,0.068297,0.988147,0.137479,2.252265,0.047641,0.339246,-0.406477,0.641126,0.155596,2300000000.0
2.450796,-1.447886,0.40122,0.07811599999999999,0.992456,0.094493,2.186045,0.050038,0.596222,-0.432364,0.59075,0.123051,2320000000.0
2.069281,-1.4677,0.01519,0.090391,0.99469,0.049203,2.401741,0.30929,0.578168,-0.664396,0.460327,0.21366,2340000000.0
1.537039,-1.475615,-0.5342560000000001,0.094982,0.995474,-0.003208,2.813618,1.003384,0.07168200000000001,-0.4540520000000001,-0.240499,0.109195,2360000000.0
1.046817,-1.461183,-1.050007,0.094716,0.993998,-0.054732,2.592173,1.151941,-0.123403,-0.339452,-0.317454,0.114257,2380000000.0
0.7445890000000001,-1.435148,-1.377523,0.091643,0.990814,-0.099445,2.1953400000000003,1.2190379999999998,-0.307859,-0.250914,-0.346405,0.167088,2400000000.0
0.574972,-1.407457,-1.574057,0.088431,0.98669,-0.136467,2.031674,1.003837,-0.428367,0.045709,-0.255122,0.311317,2420000000.0
0.414579,-1.375501,-1.754282,0.078167,0.98099,-0.177617,2.146548,0.8926709999999999,-0.699819,0.058873,-0.274783,0.297002,2440000000.0
0.317886,-1.34341,-1.872062,0.070461,0.974259,-0.214137,1.794375,0.821767,-0.5120439999999999,-0.104183,-0.15850899999999998,0.122981,2460000000.0
0.26011100000000004,-1.316603,-1.940724,0.064674,0.967866,-0.243006,1.390721,0.190807,-0.349549,-0.193397,-0.15353499999999998,0.184474,2480000000.0
0.219211,-1.294752,-1.982114,0.059269,0.962141,-0.266029,1.0632,-0.13885899999999998,-0.208273,-0.23492800000000005,-0.272291,0.252373,2500000000.0
0.190271,-1.278713,-2.00756,0.054458000000000006,0.957646,-0.282752,0.700246,-0.152641,-0.176607,-0.223785,-0.351506,0.336493,2520000000.0
0.180529,-1.270587,-2.020452,0.053097000000000005,0.955274,-0.29091500000000003,0.27935,0.310717,-0.06904600000000001,-0.17773,-0.4300060000000001,0.284689,2540000000.0
0.189295,-1.271099,-2.023197,0.055553,0.955426,-0.289957,-0.202404,0.690426,-0.03551,-0.091624,-0.458234,0.14364100000000002,2560000000.0
0.211062,-1.280454,-2.017457,0.059975,0.958146,-0.279927,-0.627526,0.8473139999999999,-0.006634,-0.011391,-0.435883,0.041493,2580000000.0
0.23998000000000005,-1.297189,-2.003846,0.064223,0.962802,-0.262463,-0.988591,0.757976,0.003777,0.055299,-0.420169,-0.042209,2600000000.0
0.27878400000000003,-1.319636,-1.978861,0.068391,0.968625,-0.238932,-1.265215,0.739571,0.051007,0.089186,-0.393384,-0.191259,2620000000.0
0.342612,-1.345278,-1.932784,0.07512200000000001,0.974678,-0.210615,-1.452818,1.157239,0.193371,0.0603,-0.250603,-0.364733,2640000000.0
0.45406,-1.369292,-1.852089,0.087787,0.979767,-0.17986400000000002,-1.366024,1.902941,0.382097,-0.014238999999999996,0.084152,-0.5950989999999999,2660000000.0
0.589535,-1.386142,-1.757439,0.102081,0.983,-0.152615,-1.086326,2.135435,0.339956,-0.206848,0.502047,-0.73943,2680000000.0
0.700572,-1.397677,-1.684349,0.111045,0.985052,-0.131684,-0.654674,1.774927,0.077446,-0.345557,0.671854,-0.784072,2700000000.0
0.7592270000000001,-1.400874,-1.656206,0.116406,0.985598,-0.122664,-0.077824,1.453369,0.07120499999999999,-0.284054,0.253996,-0.6456930000000001,2720000000.0
0.780416,-1.400108,-1.660216,0.119509,0.985468,-0.120706,0.056838,1.128552,-0.06844299999999999,-0.295977,-0.136377,-0.403677,2740000000.0
0.785484,-1.4026299999999998,-1.672748,0.118362,0.985893,-0.118342,-0.0595,0.7449399999999999,-0.205497,-0.438965,-0.331337,-0.07401,2760000000.0
0.8036810000000001,-1.412453,-1.670273,0.113518,0.98749,-0.109441,-0.6317699999999999,0.881084,-0.45536,-0.498726,-0.255831,0.153066,2780000000.0
0.890393,-1.436145,-1.606912,0.104351,0.990948,-0.084455,-1.404709,1.373169,-0.566075,-0.318798,0.097522,0.4935270000000001,2800000000.0
1.158998,-1.460472,-1.370333,0.100897,0.99392,-0.044069,-2.06111,2.019132,-0.099334,-0.188406,0.418326,0.521242,2820000000.0
1.467616,-1.465808,-1.122311,0.104239,0.994494,-0.010794,-0.560612,3.563907,0.16660899999999998,0.172327,1.142973,-0.156961,2840000000.0
1.41939,-1.468424,-1.219423,0.101025,0.994765,-0.015414,0.740578,1.472679,-0.404871,0.050708,-0.21057,0.380343,2860000000.0
1.450582,-1.475133,-1.215959,0.094828,0.995428,-0.011455,-0.722716,1.7413150000000002,-0.248794,0.07449800000000001,-0.5958760000000001,0.73138,2880000000.0
1.772028,-1.478218,-0.934553,0.09058,0.995718,0.018478,-1.434105,2.049447,-0.231725,-0.044911,-0.557851,0.543519,2900000000.0
2.1033,-1.478962,-0.630704,0.07900800000000001,0.995786,0.046558,-1.125385,0.907409,-0.749398,-0.10417,0.183138,-0.20969,2920000000.0
2.389206,-1.482888,-0.35580100000000003,0.059998,0.996139,0.064096,-0.7620859999999999,0.909827,-0.8697090000000001,-0.025773,0.309098,-0.06811,2940000000.0
2.641458,-1.473083,-0.147882,0.046783,0.99523,0.085608,-1.054849,2.810059,-0.295212,0.14057999999999998,0.328058,-0.064123,2960000000.0
2.817896,-1.458133,-0.027967,0.035759,0.99366,0.106584,-0.8298180000000001,2.822997,-0.262679,-0.053566,0.088661,-0.079195,2980000000.0
2.90723,-1.446616,0.010689,0.028763,0.992299,0.120474,-0.499754,2.309114,0.088526,-0.107392,0.055049,-0.059607000000000014,3000000000.0
2.938136,-1.437314,0.003123,0.026891,0.991104,0.13034,-0.460902,1.730393,0.123722,-0.067861,-0.045258,-0.06088200000000001,3020000000.0
2.986977,-1.425804,0.017331,0.02225,0.989507,0.142758,-0.661188,1.845827,-0.064764,0.151044,0.004190999999999999,-0.082867,3040000000.0
3.058205,-1.413964,0.048871,0.013009,0.987727,0.155644,-0.5301100000000001,1.901362,-0.213471,0.313911,0.034093,-0.104053,3060000000.0
3.093043,-1.4012870000000002,0.054022,0.008187,0.985668,0.168494,-0.766629,1.620578,0.145228,0.404823,0.105946,-0.140967,3080000000.0
3.101005,-1.381245,0.013416999999999998,0.007645,0.982089,0.188257,-1.025252,2.849294,0.522134,0.178619,0.207181,-0.376123,3100000000.0
3.10853,-1.362065,-0.03999,0.00685,0.978295,0.2071,-0.868634,2.833704,0.555294,0.069871,0.197929,-0.424523,3120000000.0
3.115479,-1.347795,-0.077179,0.0057740000000000005,0.975238,0.221076,-0.597787,1.828193,0.293556,-0.041373,0.103513,-0.358268,3140000000.0
-3.1392990000000003,-1.340228,-0.082564,-0.000524,0.973537,0.228524,-0.246095,1.645095,-0.042382,-0.189432,0.046696,-0.312828,3160000000.0
-3.0993060000000003,-1.3374469999999998,-0.071908,-0.009775,0.972897,0.231025,-0.091282,1.32965,-0.145582,-0.209417,0.030902,-0.257499,3180000000.0
-3.062404,-1.337918,-0.055306,-0.018256,0.973006,0.23005100000000006,0.115222,0.906341,-0.22585,0.019019,-0.032409,-0.202829,3200000000.0
-3.020367,-1.341338,-0.033524,-0.027505,0.97379,0.225775,0.23479,1.208271,-0.177332,0.201363,-0.105946,-0.2358,3220000000.0
-2.982565,-1.347931,-0.023567,-0.035,0.975268,0.21823,0.4294810000000001,1.480734,-0.018224,0.180294,-0.11986,-0.298659,3240000000.0
-2.947937,-1.356243,-0.017887,-0.040973,0.977072,0.208923,0.380609,1.305069,-0.002317,0.167376,-0.142904,-0.278503,3260000000.0
-2.919232,-1.362924,-0.006964,-0.045511,0.978472,0.201289,0.299337,0.764289,-0.026761,0.244837,-0.182253,-0.199503,3280000000.0
-2.906134,-1.365931,-0.011851,-0.047457,0.979088,0.197813,0.013571,0.946856,0.119492,0.182268,-0.229897,-0.108076,3300000000.0
-2.898005,-1.365444,-0.015583,-0.049178,0.978989,0.197883,-0.017166,0.34789499999999995,-0.050871,0.011108,-0.08949299999999999,-0.120734,3320000000.0
-2.876367,-1.3643040000000002,0.000317,-0.053741,0.978756,0.197848,-0.05782,0.381779,-0.230659,-0.113831,0.019977,-0.085483,3340000000.0
-2.844682,-1.359359,0.021654,-0.061397,0.97773,0.200674,-0.248695,0.569157,-0.303804,-0.15688,0.105125,-0.071462,3360000000.0
-2.819829,-1.349158,0.03508,-0.069516,0.975539,0.208538,-0.588804,0.654362,-0.271037,0.040188,0.178072,0.182102,3380000000.0
-2.806298,-1.333508,0.033814,-0.07734500000000001,0.971979,0.221969,-0.8266610000000001,0.719961,-0.219372,0.232909,0.403204,0.035539,3400000000.0
-2.813604,-1.313698,0.013891999999999998,-0.08191,0.967132,0.240713,-1.116809,0.451733,-0.023434,0.519684,0.7921,-0.025213,3420000000.0
-2.83969,-1.291174,-0.019312,-0.082061,0.96116,0.263504,-1.270966,0.235464,0.114636,0.404617,0.795219,-0.108673,3440000000.0
-2.871759,-1.265087,-0.054602,-0.080228,0.953634,0.290073,-1.475825,0.007093,0.126316,0.186353,0.745707,-0.051426,3460000000.0
-2.902987,-1.23926,-0.087447,-0.076929,0.945543,0.316269,-1.290373,-0.009633,0.152202,-0.032049,0.934355,-0.05922,3480000000.0
-2.905692,-1.21687,-0.097702,-0.081002,0.938019,0.336979,-1.028797,0.59078,-0.239846,-0.459678,0.694046,-0.169377,3500000000.0
-2.884739,-1.200079,-0.090555,-0.092033,0.932068,0.350394,-0.614622,0.74646,-0.369612,-0.429925,0.6076050000000001,-0.403494,3520000000.0
-2.854007,-1.192557,-0.076353,-0.104742,0.929316,0.354114,-0.091126,0.958546,-0.314952,0.038473,0.559194,-0.5531189999999999,3540000000.0
-2.821089,-1.194696,-0.062923,-0.115713,0.930104,0.348586,0.395668,1.000727,-0.096894,0.4693350000000001,0.299495,-0.821715,3560000000.0
-2.806467,-1.214485,-0.053647,-0.11472,0.93719,0.329409,1.34353,-0.154698,0.312859,0.569646,0.305654,-0.853716,3580000000.0
